route,sharpe,sortino,std,neg std,min net,acc,mean net
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientfrontier/minvol/1_1m_40,0.11453420056201757,0.24279499425482842,0.13639420486227588,0.06434152921125205,-0.2862046752163614,1.3469584882036991,0.015621801215192818
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientsemivariance/minsemivariance/1_1m_10,0.08140012153239178,0.18682979311556014,0.0888789530608696,0.03872378949941674,-0.1332485290170328,1.150486988379809,0.00723475758082653
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientsemivariance/minsemivariance/1_1m_40,0.0121744463078293,0.017541871289655855,0.0691769284036619,0.04801031695447219,-0.2117248643104773,0.947678922615254,0.0008421908005909334
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientfrontier/minvol/1_1m_60,-0.004749756187457454,-0.006888351907129777,0.09081341258433666,0.06261897971271188,-0.2861040686234415,0.8543300921104365,-0.00043134156832657966
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientfrontier/minvol/1_1m_20,0.0015213374460653218,0.002395899846335008,0.10395695248516268,0.066010106739828,-0.309200258474111,0.8395427351376599,0.0001581536045945114
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientsemivariance/minsemivariance/1_1m_20,-0.11864430991444734,-0.18856203872657815,0.06332890029180717,0.039846905153891124,-0.1458310248680062,0.7114474814654641,-0.007513613672762305
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientsemivariance/minsemivariance/1_1m_60,-0.10503508865519315,-0.1292080632024266,0.07183175280886643,0.05839306261186577,-0.2590719263200792,0.6917706692031426,-0.0075448545245372055
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.1/20_/efficientfrontier/minvol/1_1m_10,-0.16871260070825356,-0.19065687754767321,0.07079958674640663,0.06265067676915617,-0.278203543903934,0.5890263458980982,-0.011944782409055863
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientsemivariance/minsemivariance/1_1m_10,0.173336740767066,0.450843920414866,0.12617478973845672,0.04851063933635507,-0.1617351877229776,1.7752557526979311,0.021870726820233933
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientsemivariance/minsemivariance/1_1m_20,0.15156165937446772,0.4249816317464253,0.06833583579440444,0.02437068309324219,-0.0988262561793196,1.3496711841172464,0.010357092667741085
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientfrontier/minvol/1_1m_20,0.09937423585589693,0.15327887689671654,0.06756543672096245,0.043804233044712704,-0.1907924422650839,1.1713831107327006,0.0067142636444156014
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientsemivariance/minsemivariance/1_1m_40,0.02408771979835837,0.026956810320945095,0.04333823322188278,0.03872562094609192,-0.1610198464550392,1.003317758126324,0.0010439192184046183
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientfrontier/minvol/1_1m_10,0.03042050827053123,0.044178072788535284,0.06607819527102012,0.045500678478339995,-0.2026803221315095,0.9981402124629972,0.0020101322857438452
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientsemivariance/minsemivariance/1_1m_60,0.016644905738250046,0.01982066007685696,0.04440344498762277,0.03728892748307266,-0.1547298155454365,0.9913372125604452,0.0007390911562725525
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientfrontier/minvol/1_1m_60,0.024214479854428577,0.02938346055133566,0.05838473327174864,0.04811400431017916,-0.2019716089328996,0.990953211527726,0.0014137559476149434
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.2/20_/efficientfrontier/minvol/1_1m_40,-0.010610929593036316,-0.011356226098133778,0.059433678638862966,0.05553311232467963,-0.2013690488676418,0.9456028653249609,-0.0006306465794921214
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.3/20_/efficientfrontier/minvol/1_1m_20,0.23718068434454384,0.4099385120552065,0.05287980030832267,0.030594996216022147,-0.135813022348869,1.4952324386187343,0.012542067225130791
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.3/20_/efficientsemivariance/minsemivariance/1_1m_10,0.15593990462724863,0.2323778905666976,0.04562161806793146,0.030614921037042695,-0.1168758354023881,1.2461904637149064,0.007114230770453996
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_3_0.3/20_/efficientsemivariance/minsemivariance/1_1m_20,0.14197465821295294,0.24259589812937113,0.04128550630302321,0.02416156122884908,-0.0845414996248613,1.1989576353522775,0.005861495646520435
