route,sharpe,sortino,std,neg std,min net,acc,mean net
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.2/20_1m_/efficientsemivariance/minsemivariance/1_1m_10,0.1732842686545134,0.45071121644935885,0.1261758464042502,0.04851063933635507,-0.1617351877229776,1.7748450926737234,0.02186428926602471
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.2/20_1m_/efficientsemivariance/minsemivariance/1_1m_20,0.15144915395947808,0.4248444422172696,0.0683376170754383,0.024361091404813504,-0.0988262561793196,1.3493087409153857,0.010349674289681914
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.2/20_1m_/efficientfrontier/minvol/1_1m_20,0.09744918618460485,0.15259459620915855,0.06757561260894568,0.043154794588149664,-0.1907924422650839,1.1661109180741362,0.0065851884546678785
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.2/20_1m_/efficientsemivariance/minsemivariance/1_1m_40,0.02408771979835837,0.026956810320945095,0.04333823322188278,0.03872562094609192,-0.1610198464550392,1.003317758126324,0.0010439192184046183
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.2/20_1m_/efficientfrontier/minvol/1_1m_10,0.03042050827053123,0.044178072788535284,0.06607819527102012,0.045500678478339995,-0.2026803221315095,0.9981402124629972,0.0020101322857438452
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.2/20_1m_/efficientfrontier/minvol/1_1m_40,-0.01023516744955805,-0.010955883644772079,0.059443513753897545,0.05553311232467963,-0.2013690488676418,0.9460749319187206,-0.0006084143170612484
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.3/20_1m_/efficientfrontier/minvol/1_1m_20,0.23726321036965217,0.41001645975603435,0.05287867659812107,0.03059917296304141,-0.135813022348869,1.495453351882459,0.012546164569768804
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.3/20_1m_/efficientsemivariance/minsemivariance/1_1m_10,0.15079640230587943,0.2277712488689672,0.04574916005678802,0.030288321196536266,-0.1168758354023881,1.2363769091819,0.006898808745079477
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.3/20_1m_/efficientsemivariance/minsemivariance/1_1m_20,0.14465836397129592,0.2477121910484328,0.04140460776742199,0.024179362328345808,-0.0845414996248613,1.2042641422718754,0.005989522820508476
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.3/20_1m_/efficientsemivariance/minsemivariance/1_1m_40,0.10506165096092604,0.1251978837910242,0.03782198184319346,0.03173887397084706,-0.1244189362157002,1.1245391663739532,0.003973639855060073
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.3/20_1m_/efficientfrontier/minvol/1_1m_40,0.05447745534008243,0.06525680821847098,0.04008373968903518,0.033462564265513944,-0.1428380209143872,1.048407714761851,0.002183660138772904
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.3/20_1m_/efficientfrontier/minvol/1_1m_10,0.03367072682872754,0.04118308282385701,0.06058843032929704,0.049536274283414346,-0.2123075526024707,1.0080324400561091,0.0020400564865991513
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.4/20_1m_/efficientsemivariance/minsemivariance/1_1m_20,0.21642439145653053,1.4204529959834973,0.12577248557636542,0.019163065395200442,-0.0751027896836808,2.179583035266546,0.02722023365284015
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.4/20_1m_/efficientfrontier/minvol/1_1m_10,0.18188003615520484,0.3896575698644455,0.06866137035496521,0.03204899247041798,-0.1428474194014001,1.4522395972433355,0.012488132522626982
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.4/20_1m_/efficientsemivariance/minsemivariance/1_1m_10,0.2104615237199686,0.37530741039690757,0.05138219362675335,0.028813645729309247,-0.1022452770276049,1.4113553183777932,0.01081397476276097
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.4/20_1m_/efficientfrontier/minvol/1_1m_40,0.2708592446756072,0.7753861979578653,0.031248944606390064,0.01091593525302425,-0.0362992620390899,1.290884994560674,0.008464065532996702
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.4/20_1m_/efficientfrontier/minvol/1_1m_20,0.037758656352578905,0.04060084438378837,0.030695822104631246,0.028547017085473726,-0.1181634698217811,1.0236919975928962,0.0011590329983086666
C:\Users\ramon\Documents\Trading\WorkingDir\gbm\results\MX\1m_1/LowestMomentum_1m_3_0.4/20_1m_/efficientsemivariance/minsemivariance/1_1m_40,0.006904192947288434,0.005977737946981368,0.03543629233159023,0.04092835814546942,-0.136457326815627,0.9858551263364472,0.0002446589995938165
